09-001-3242,Credit,2022-01-01,3303103951.67,LFJV001
23-001-3122,Credit,2022-01-01,1145963042.00,LFJV001
02-001-3142,Credit,2022-01-01,8315820.08,LFJV001
99-002-4903,Debit,2022-01-01,1145963042.00,LFJV001
99-002-4905,Debit,2022-01-01,8315820.08,LFJV001
99-002-4908,Debit,2022-01-01,3303103951.67,LFJV001
